Sender,Message
1,Comi so metade e guardei o resto pra dps!!! Aprendi com vc 💘💘
1,Heheheh
1,Uai kskakakak
1,Coloquei no freezer
1,Como ta ai?
1,Vc ta sumido 🥹
1,Top!!
1,Aham
1,No meu ap!!
1,Povo ai gosta?
1,Kskkakakakakak
1,Top
1,To indo mimir momozi
1,Tava criando aqui uma lista de livros que eu quero ler
1,Mas ta tarde ja
1,Vc é meu mundinho todinho baby 💘💘💘💘
1,Eu te amo muito mais que a eternidade
1,Beijos
1,Durma bem
1,Manda mensagem quando chegar em casa viu❤️
1,Te amo!!!!
1,Depois escuta a musica que eu adicionei na nossa playlist
1,Ela é mo bonita
1,Como ta ai?
1,Manda fotinha
1,To tentando dormir aqui mas nao to conseguindo pq nao consigo parar de pensar em vc!!!!
1,Pq vc é tao bonito 😭💘💕
1,Hehe
1,Amo
1,Momoziiiiii 🫶🏼🫶🏼🫶🏼
1,Bom dia!! 😻
1,Bom dia!!
1,Mimiu bem?
1,Me liga ai quando der 💘
1,Tem como mudar a data
1,Mas tudo bem
1,Pode postar hj tbm skakka
1,Kkkkkkkk
1,Na hora de adicionar
1,Oiii
1,Vo te ligar do telegram
1,Simmm
1,Numa praça publics ksksksks
1,Juro ‎<This message was edited>
1,KKKKKKK
1,Vamo passar o date um pouco mais pra tarde? To na acad
1,6:30?
1,Me ajuda ai 🥹
1,Kkkkkkkkkkk
1,Vo fzr do jeito q eu falei mesmo
1,Uhuuuu
1,Tem uma menina aq kkkk
1,A uliana
1,Acabou de chegar
1,To na esteira de novo
1,Mds
1,Foi embora ja
1,KKKKKKKKK
1,ELA FEZ UM EXERCICIO
1,Boaaa
1,Compra um jantar delis pro nosso date
1,Aham
1,Exatooo
1,Tipo 4 pessoas max
1,Ai fica top
1,Baby
1,Fala comigo
1,Pedi pra entrar aq
1,Mimiu bem?
1,Okay
1,Quais seus planos pra hj?
1,Boa!!
1,Acabei de fazer grading agora 🙌🏼🙌🏼
1,Vou estudar ate as 11
1,Tenho aula ate 12:30
1,"Na real, vou assar os meus aspargos agora rapidao"
1,"Vou almoçar, e umas 14:00 vou na acad"
1,Ai vou ficar estudando o resto do dia 😄😄
1,Omg falta exatamente uma semana pro seu niver!!!!! 🥳🥳🥳
1,Afffff 😭🥹
1,A gente pode fazer um date a noite se vc quiser!!!
1,Caso vc nao tenha planos de sair ai
1,"Fiquei fazendo pcw ate agora, vou ir pra acad age"
1,Como ta a aula?
1,voce é um arregao 🖕 você atravessou 🏃 o debate esses dias pra me dar um tapa 💪 e falou que você queria ter feito ✌️👀 você 👊 nao é homem 🧔‍♂️ nem pra fazer isso 🤘✌️ você não é homi- NAO DATENA NAO NAO 🪑💥🧍‍♂️🚴 SEU FILHO DA PU👊🤬 nossos 👨‍⚖️🎤 comerciais por favor🙏🙏🏃🏃🏃🏃🏃🏃🎼🎶🎵🎶🎵
1,Heheheh 😋😋
1,Hmmm
1,Boa!
1,Q dia q é a prova mesmo?
1,Chegando entao
1,Top
1,UHA
1,🙅🏻‍♀️
1,Vc é GIGANTE
1,O MAIORAL
1,Um tanto de trem kkkk
1,Isso pq vao ser duas dessa 🤣🤣
1,Rapidao
1,A vica me ligou kskakak
1,Bora
1,Ok
1,Ja entro
1,Xx
1,To mimindo ja
1,Boa noite
1,Simmm
1,Oh mytt
1,Myy
1,Como chama?
1,Acabei de ter uma crise de meia idade no coaching session 🤣🤣😭😭😭😭😭
1,Kskakakakkka
1,Ja sei de cor
1,If the world was ending i wanna be next to youuuuuuuu
1,No meu carro
1,É boa mesmo
1,Ele deve cantar sim
1,Sem a lady gaga
1,Dps te conto
1,To na aula
1,Nu me bateu um sono
1,Yummyyy
1,Ohhh
1,Qual a cirurgia?
1,Esses bolos fit sao tudo uma mentira
1,Tudo ruim
1,Tava horroroso
1,Me liga qnd chegar em casa
1,Tendi nao
1,Dps me explica melhor
1,Quero saber ‎<This message was edited>
1,Aula nao acaba 🥹
1,Blz
1,To indo mimir
1,Vc nao me falou a hora pra te acordar 🥹
1,Kskakkakakkakak sos
1,Foi hackeada
1,E ai?
1,Estudos?
1,To na aula
1,Hehe
1,Tava pensando no seu bday
1,Bom almoço e boa prova 💘
1,Ja ta no restaurante?
1,Mds tao usando tanto o eliptico quanto a esteira 🤡
1,E ta um gelo a acad hj nu
1,Skkakakakakak que meme é esse????
1,Como foi a prova?
1,Leg day
1,E esteira
1,Acabou q o cara da esteira
1,Saiu logo dps q cheguei
1,Cade? 🥹
1,https://vm.tiktok.com/ZMhLEDLCx/
1,Desde q a gnt desligou eu to ate agora pensando em qual roupa eu vou usar no show 🤣🤣
1,Como ta a acad?
1,Artue 👏🏼👏🏼
1,Que isso?
1,Derramei acetona agora ta com um cheiro mt forte na salaaaa
1,To com dor de cabeça
1,Vc acha q a gnt consegue ver gg earlier? Tipo 7:30?
1,Pq to tao cansada que ja nao to conseguindo render mais nos estudos e quero ir dormir o mais cedo possível 🥹🥹🥹
1,Vc acha q consegue?
1,Ta na acad ainda?
1,Hmmm
1,Makes sense
1,Nao sei se vou aguentar kkkkk
1,Eu to mt cansada
1,Mas sera q eu durmo agr?
1,Q hrs vc vai chegar em casa?
1,Boa!!
1,To jantando
1,Mr linkudo
1,Kd?
1,Ok
1,Bom dia
1,Já te ligo
1,"Qnd vc for me ligar, liga do telegram"
1,To achando q vou correr na rua
1,Isso
1,Mds que erro q foi ter corrido antes de malhar
1,To treinando mo fofo agr
1,Kkkkkkkkkk
1,Devia ter feito o contrario
1,Pse
1,Heheheheh
1,To acabando ja
1,Tava na office hours de b145
1,Da TA
1,Foi otimo
1,Ela foi uma fofa
1,Ela tava toda arrumada kskakak
1,Ta tendo mo tempestade
1,Ta fortao
1,Um tanto de trovao
1,E raio
1,Boa!!!
1,Oh
1,Top
1,Vc ta na aula?
1,Top
1,Tava falando com meu pai
1,Pq?
1,Top!!
1,Nuuuuuu
1,Bem melhor 🤣🤣🤣
1,Diogo medeiros nao ta com nadaa
1,Kskakakkaak
1,Nossa come o camafeu de camarao delisss
1,Yummy
1,Durou 20min so
1,A rue so correu 2 milhas
1,Ela ta correndo menos pq a maratona é domingo
1,Ai ta seguindo o plano dela de treinos
1,Ai parece q nos dias antes corre menos
1,Nuuuu
1,Yummy!!!🤤
1,Ganhou?
1,Aham
1,Ta em casa ja?
1,Me liga ai
1,Que bom q ele lançou esse tiro antes de ir pra bh 
1,Oiii
1,To na reuniao ja
1,Kkkkkk
1,Cs110 tas
1,To indo agora
1,To indo mais cedo pra ajudar a sophia a organizar
1,Nao sei ainda kskakka
1,No campus da outra universidade
1,Vc vai na sarradinha?
1,Animo muitoooooo
1,Bora???
1,Ahamm
1,??
1,Pq a gnt pode ver algo ent
1,Pra decidir se eu vou na festa ou nao
1,Mas no caso
1,Ja decidi independente kkkkk
1,Nao vo
1,Começa 11:30 a festa
1,Da nao
1,Eu nao quero ir na festa
1,Kkkkkkkkk
1,Ta estudando?
1,Cansei ja desse trem
1,Ja joguei mais de uma hora de volei
1,Kskakakakkakak
1,Veremos amanha
1,Top!!
1,minha escola tá em gun threat
1,Yayyy
1,Aham
1,Cheguei em casa agora
1,Vou tomar banho
1,Aham
1,Yummyyyy
1,O preço 😹😹
1,Aham
1,KSKAKAKKAKAAKAKKA
1,que palaaa
1,Posso te ligar?
1,Ok
1,O quarto ta cheirando mal de novo 😭😭😭
1,Me liga do telegram quando vc for estudar!!
1,E ai?
1,To indo colocar a roupa pra secar
1,Tava dando uma geral de limpeza aqui
1,https://open.spotify.com/track/3pDqijcxYCRl59wZtoO3dz?si=5tz93NorQ4qRhfYYla3AWg
1,Tava muitoooo bom
1,https://vm.tiktok.com/ZMhFnPacp/
1,Faz isso pra mim um dia 😭😭😭😭
1,Uhuuu
1,Boa!!
1,https://vm.tiktok.com/ZMhFW5HKE/
1,"Hj é niver da tia dri, manda parabens pra ela"
1,‎Contact card omitted
1,Boa!!
1,Vai ter o que de bom?
1,To nos estudos!!
1,Nao fui na acad ainda
1,Vou ir agora!!
1,Como ta ai?
1,https://vm.tiktok.com/ZMhFwe5s2/
1,Mais ou menos
1,Como vc ta?
1,Vc vai animar de assistir algo?
1,Simm
1,Aham kskakakaka
1,Corri 35min
1,E fiz uma hora de bike
1,Foram 520 kcal hj!!
1,KAKAKKAKAKA
1,Cade 🥹🥹
1,https://meet.google.com/mqh-joev-jjf?authuser=1
1,Me liga kskakak
1,*lista meninos do pinto pequeno*
1,Lembra de me acordar amanhã 7:30 🥰😍
1,Tamo no uber ate agr
1,Acho q vamos perder as meninas acabando
1,Ta mt transito
1,Pq ta c mt rua fechada por causa da maratona
1,A gnt tava procurando ela kskakaka
1,Parece q qnd ela acabou elq foi pra ala medica
1,Pq ela nao conseguia andar kskakakakak
1,Simmm
1,Bizzarro
1,3:49h
1,A rue foi 3:45h
1,Calcula ai o pace
1,Aham
1,As duas queriam fazer under 4h
1,Conseguiram!!
1,Absurdo ne kskakak
1,Eu nao corro nem 5km nesse pace 😹
1,Tamo tentando achar uber pra voltar
1,A gnt demorou pq esperamos a jules
1,Ela ia correr 15k e acabou correndo a maratona toda 😹
1,Aham
1,Kskakakkak
1,E uma mulher do staff tbm
1,De 54 anos
1,Ela começou a correr a dois anos
1,Com mais de 50
1,E fez uma maratona!
1,Ela tava tao feliz
1,To mt inspirada agora
1,Acho que vou me inscrever numa prova de 5k 🤣
1,Tamo chegando no res!
1,Ai te ligo
1,O q vc ta fazendo?
1,Vish
1,A luz caiu
1,Tcho resolver aqui
1,Tinha caido a chave
1,Atende ai!!
1,Casa 3
1,Casa 5
1,https://alugueescarpas.com.br/Escarpas-do-Lago/Casa/Ref6943
1,https://alugueescarpas.com.br/Escarpas-do-Lago/Casa/Ref8235#myCarousel
1,Ainda devo receber mais orçamentos .. e vou avisando vcs
1,Ops
1,Desligou?
1,Nao sei se fui eu ou vc kkkk
1,Blz
1,Tinha so ido fazer xixi
1,Baby 🥹
1,Bom dia ❤️
1,Feliz 21 momozi!
1,"Obrigada por ser muito mais que um melhor amigo e namorado, você é a pessoa que eu escolhi dividir minha vida e que eu permiti conhecer cada pedacinho de mim❤️"
1,To com fome 👀
1,Kskakakka
1,Ok
1,Quem te ligou?
1,Tendi
1,Top
1,Boa prova e bom almoço 💘💘
1,Omggg
1,Que conexão!!!
1,A gnt tirou foto do nosso almoço ao mesmo tempo 🥹🥹🥹💘💘💘
1,Que delis!!!!
1,Ta onde? Tom br?
1,Tendii
1,Nao conheço
1,Top!
1,O lugar do restaurante?
1,Sos a acad ta lotadaaaa
1,6 pessoas
1,Kskakkakakak
1,UHUUUUU
1,COMO FOII
1,Q hrs vc vai na acad??
1,Top
1,Uhuuuu
1,Boa!!!
1,Vai fzr o q ate agr?
1,Kskakkakaka
1,Ela deve ter esquecido de tirar foto
1,Vc acha q ela ta mentindo?
1,Acabei agora so de cozinhar 😭😭😭
1,Os legumes
1,Tao no forno
1,Podemos ligar as 8?
1,Vc quer q eu te acorde amanhã?
1,Vou acordar 7:00
1,Kskakakakkaka
1,Eu sei
1,Nivaldo
1,🤣🤣🤣
1,Eu tbm leio o the news ✌🏻
1,Aham
1,Aham
1,‎Contact card omitted
1,Papai fechou a casa de escarpas
1,https://alugueescarpas.com.br/Escarpas-do-Lago/Casa/Ref8230
1,Simm
1,Top ne
1,Como foi o ingles?
1,Onde vc vai almoçar?
1,Que horas é sua aula?
1,Que bom!!
1,Hmmm
1,Gostei da calça!!!
1,Amei a fotinha do look 💘💘 manda mais!
1,Ta gostando de la hein
1,Yummyyy
1,Comi morango com doce de leite de sobremesa
1,Tava mt bom 😭😭😭
1,Amendoim
1,Recebi minha primeira multa
1,🤡🤡
1,Voltando da lagoa da pampulha quando as meninas correram
1,Nao tem
1,Kkkkkkk
1,Nao sei
1,Deve vir dps o boleto
1,Eu imagino q uns 100?
1,To triste 🥹
1,Minha aula foi pessima
1,Business
1,O breakout foi pessimo
1,Kkkkkkk
1,Ai dps o prof me chamou e eu nao sabia falar
1,Vc ta em casa ja?
1,Eh acho q nao vai rolar de fazer o treino de braço
1,Nao tem nem halter livre 😭
1,Vou fazer biceps e desenvolvimento com peso a mais kskakakak
1,A mulher so ta usando ele ate agr kskakaka
1,Mas a maquina liberou ja
1,Ja fiz pulldown
1,Vou pegar um a cima
1,Tao usando o a baixo
1,Oi
1,Sim!!
1,Boa!!
1,Me come
1,😈😈😈
1,Quer que eu te acorde amanha?
1,To pensando em acordar 7:30
1,Beijos
1,Kskkakakakkaka
1,Decidiu ir pq?
1,Mas boa
1,Uai
1,Kskakkakaka
1,Entao vc vai ou nao?
1,Ahhhhh
1,Entendi
1,Faz sentido baby!!
1,Top!!!
1,Na casa dele?
1,Acho q vou saie agora pra um cafe
1,Top
1,Vc ta indo agora ja?
1,Mudei de planos
1,Acho q vou ficar aqui mesmo
1,https://www.instagram.com/reel/DAGgw-yp0K9/?igsh=MTM1aGZ1c2FlaGM3ag==
1,Olha o q o papai mandou no grupo da familia 🤣🤣
1,Topp
1,Vai estudar agora?
1,Na facul?
1,Tendiii
1,Kskakkakakakak
1,Que pala
1,Ta todo mundo indo nesse jogo
1,Mds que morte
1,Sai pra correr e agora to ha uma hora do res 🤡🤡🤡
1,E meu tornozelo ta doendo mt
1,Juro nao sei pq
1,Talvez eu precise de um tenis novo
1,Esse chao ta mt irregular
1,Blz
1,To entrando no banho
1,Bjs
1,Onde vc ta?
1,KSKKAKAKAK O QUE
1,NA PAMPULHA
1,??
1,Conheço nao
1,Bom?
1,Top
1,Ta em casa ja?
1,Boa noite ❤️
1,"Te amo, meu lindo!"
1,Me acorda amanha as 7?
1,Na vdd me acorda 6:50
1,Tenho q me preparar pra OH ainda e ela é as 8
1,To em oh
1,Meu mcdreamy 🥹🥹🥹💘💘💘
1,Ryle vibes 🥵🥵
1,Boa!!!💪🏼💪🏼
1,É jogo do cruzeiro?
1,Topp
1,Boa!!!
1,To pensando em nadar daqui a pouco
1,Faz um treino pra mim?
1,20min
1,Quais os educativos?
1,Vou nadar amanha
1,Ta MUITO frio
1,Da nao
1,😍😍😍
1,Ta 13°
1,Mas tá ventando mt
1,E a piscina é gelada
1,Como ta ai?
1,Vcs vao parar no estacionamento do mineirão?
1,Boaaa
1,Vai dando updates
1,Conectou no telefone de algum aleatorio
1,Ganhou?
1,Kskakakakka
1,Boa!!
1,Pse
1,Ta pala
1,Ela tava num bar antes da aula
1,Boa!
1,Ta indo pra casa ja?
1,Mds a foto mais horrorosa do planeta😹
1,O cruzeiro ganhou?
1,Me acorda amanhã as 8?
1,Bom dia!
1,Ja tive reuniao de cs110 e ja estou em um cafe trabalhando!!
1,Vc ta sumido 🥹🥹
1,Jaja te ligo
1,Em uns 20min
1,To terminando um trem
1,Divo!
1,To voltando do res
1,Chegando la eu te ligo!!
1,KSKAKAKAK
1,ME MANDA DE TODOS
1,Kskakkaakka
1,Ja estao indo pro 5?
1,Manda foto de todos babyyy
1,🙌🏼🙌🏼
1,Esse é o 7?
1,Boa!!
1,Ja vi essa
1,Ta no insta ja!
1,Baiao
1,No cf
1,Boa!!
1,Omg tao quase na metade ja!!!
1,Minha estrategia ta sendo escolher empresas americanas que tem sede em bh/sp!!
1,Kskakkakaka
1,Nao duvido nada!!!!
1,Bezola ta bem feliz ja!
1,Mds o paulino
1,Quem é o velho?
1,Kskakakakkak coincidencia?
1,Ohhh
1,Que top kskakaak
1,O rei!!
1,O bernardo te tampou 😭😭
1,Berilo?
1,💪🏼💪🏼💪🏼
1,To fazendo a ficha nova!!!
1,Mas nao mudou mt coisa kskakaka
1,Topp
1,E agora?
1,Omg tem 6 pessoas na acad agr 😹😹
1,Sexta 9:30 da noite
1,Kskakkakaka
1,🤣🤣🤣
1,Qm é a piranha?
1,Como ta ai?
1,To impressionada com o desempenho de vcs!!
1,Omg kskakakak juntou a sala toda!!
1,🥰🥰🥰
1,Continua me dando os updates ai!!
1,Cabei de ler agora
1,Vou mimir
1,Beijos ❤️
1,Te amo momozi
1,Aproveite os 21 bares com 21 anos! ❤️‍🔥
1,Qual?
1,Bom dia!!!
1,❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥
1,Bom diaaaa
1,💘💘💘
1,Daqui a pouco ja vou pro passeio de bike!
1,Me ligar quando der
1,O q vc decidiu pra hj? Vai dormir la ou nao?
1,Boaaa
1,Vcs vao q hrs?
1,Top!!
1,E ai voltam a noite?
1,Vou começar o tour daqui a pouco!!
1,Vai ate 15:00
1,Tendi
1,Vou para uma festa hj a noite
1,Nem so de estudos e acad se vive uma mulher 🙌🏼
1,Mt gente do meu cohort
1,É uma m24 q ta organizando
1,🌲✨ You're Invited to the Enchanted Forest Party! ✨🌲
1,Magical snacks 🍄 ‎<This message was edited>
1,🤣🤣
1,Acho q na casa da mulher
1,Qm q tem carro com teto solar?
1,Naooo
1,Super rola!!
1,A gnt com certeza vai vir aqui pro bairro la boca
1,É super famoso
1,Nuuu
1,Top!!
1,E a cachu?
1,To em puerto madero agora
1,Cheguei no res!!
1,Como ta ai?
1,Em casa branca?
1,Qual o lucas q vc vai voltar?
1,Nao acreditoooooo
1,Pq????
1,Vcs pegaram mo estrada pra cachu
1,Ah para
1,1 hora no carro pra ir na cachu
1,E desistiram por causa de 40min ????
1,Kskskksksksks
1,Vc tinha falado que ia voltar com o lucas
1,Achei q fosse o araujo
1,Nuuuuu
1,🤤🤤🤤🤤
1,Mt delis!!!
1,O q sera q eu peço pra jantar 😭😭
1,Poise eu tinha pensado japa
1,Mas acho q nao é tao sustante
1,8
1,To querendo pedir o jantar as 6
1,So comi uma empanada de almoço
1,To com fome skkakaka
1,Talvez um lamen
1,Ah quer saber
1,Vo comer arroz com ovo mesmo
1,Kkkkkkk
1,https://vm.tiktok.com/ZMhM64KKm/
1,Mds eu to exaustaaa
1,Pse kskakakak
1,Quem ta c vc?
1,Top
1,Manda um beijo pra eles!!
1,Hihi
1,Ta onde?
1,Acabei de mudar a calça
1,Pq era da rue
1,E era da zimmerman
1,Uma grife
1,Ai tava com medo de usar🤣
1,Kskakkakakak boa
1,Top!!!
1,A da rue?
1,Tbm achei linda
1,Eu AMO essa marca
1,O meu sonho de vestido de noivado é deles
1,Mas real fiquei com medo de usar kskakak
1,Vai q deixo cair bebida
1,Sla
1,Aham
1,Tipo é mtmtmtmt grife
1,A marca
1,Bem luxuosa
1,Nao sei qnt custa a calça
1,Mas chuto uns 300dol
1,A mãe dela q deu pra ela
1,To no uber
1,Chegando na festa
1,Mo longe o lugar
1,Aham
1,Cheguei bem essa hora
1,Vc ta em casa?
1,Queria falar com voce
1,To com saudades 🥹🥹
1,💘💘💘
1,Foi mimir ja?
1,Finalmente 🙌🏼🙌🏼
1,Te amo!!
1,Me acorda amanhã as 9?
1,Beijos 😘
1,Vou descer
1,5min
1,Vc ta sumido
1,Nao ganho nenhum update?
1,🥹
1,Kkkkkkkkkkk
1,E o almoço?
1,Cade a foto
1,Eu nao
1,Agora que eu descobri que vc leva todas meninas pro estadio
1,Nao precisa mais ser eu
1,Aqui é BRASA
1,🇧🇷🇧🇷🇧🇷🇧🇷
1,A esther ta ensinando os gringos a fazer quadradinho
1,Top
1,Lá aonde?
1,Top
1,Chegando lá me liga
1,Ou vai demorar mt ainda?
1,Pq to quase 😴😴😴
1,Foi legal
1,Mas meio desorganizado
1,Eu fui a unica pessoa que preparou slides
1,Entao acabou que falei a maior parte
1,Beleza ja vou ir fechando o olhinho aqui ai vc me liga
1,Bom dia 💘
1,Simmm
1,Aulinha agora
1,Kskakkakaka
1,Sos
1,https://vm.tiktok.com/ZMhrMRYf1/
1,Como ta ai?
1,Boa
1,Manda fotinha 🥹
1,Como é ser o homem mais lindo do mundo? 🥹
1,Turma do fundao!!
1,Um pouco so
1,Comprei frango e umas coisas fit
1,Kskakaakakak
1,Boa!!
1,Eu sou da turma da frente
1,Quer dizer que eu sou chata 🥹
1,Ufa 😮‍💨🙌🏼
1,🫶🏼🫶🏼🫶🏼
1,Q hrs acaba sua aula?
1,TA MUITO QUENTE
1,EU TO SUANDO MUITO
1,SOS
1,Juro
1,Ta absurdo o tanto que eu to suando
1,Acho q eu to com algum problema
1,Baby
1,Nao ta de boa
1,Acho q to com alguma disfunção hormonal
1,Menopausa ?
1,Hoje so kskakakk
1,Ta mt quente aq
1,Mais de 30 graus
1,Cortei meu dedo cortando brocolis 😭
1,Hehheheheheh
1,Pse 🥹
1,🙌🏼🙌🏼
1,Aham
1,Deve dar pra uma semana
1,Poise
1,Faz tantaaaa diferença
1,Pedir comida no ifood gasta mt trabalho mental
1,Essas pequenas decisões que a gente faz no dia a dia cansa muito sem a gente perceber
1,Tipo sempre ter que ficar decidindo o que comer kskkakakka
1,Acabei de faxinar o ap 🙌🏼🙌🏼🙌🏼 ta uma deliciaaa
1,Mimiu?
1,Não consegui mimir até agora 🥹
1,Bom dia 💘
1,Acordei agora a pouco
1,gente
1,a tia samara me mandou feliz aniversário?
1,agr de manhã
1,em cima tá ela me dando parabéns na data certa
1,OH GENTE
1,MOMOLADOOOOO
1,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
1,Nao sei kskakaka
1,Simmm
1,Ficou bom DEMAIS
1,Acabei de sair da consulta com o lincoln
1,Foi bom demais!!!
1,To super animada pro plano novo
1,Que top!!!!
1,Quero saber tudo!!!
1,Que horas vc chega em casa?
1,To no clube!!
1,Cabou agr so?
1,https://open.spotify.com/playlist/1yz4iTG94HmekuwNsPrafo?si=t9jdYTrYTcmb39VPiRcaXA&pi=u-kVixBip4Qaar
1,Tava olhando essa
1,Mas ninguém sabe ainda
1,Ele vai fazer o primeiro show esse final de semana
1,Ai a gente descobre
1,Tava fazendo meu pedido no cafe na hora q vc ligou
1,Ja ta de volta da acad?
1,Top!!!
1,Ta ai ainda?
1,Sos e a namorada do Diogo que fez 18 anos HOJE KKKKK
1,Ou seja
1,Até ontem ela tinha a idade da MINHA IRMÃ
1,😭😭😭 não dá
1,Basicamente gelatina 🤣
1,Iti 😋😋
1,To indo no sacolao agora
1,Ano
1,Amo
1,Me liga qnd vc voltr
1,Como ta ai?
1,Mo pq q vc ta tao sumido? 🥹
1,A foto era no lobby do predio
1,To num cafe!!
1,Beleza!
1,A q roubava comida
1,Yayy
1,You rock it!!
1,UHUUU
1,Bee is back!
1,What is triple C?
1,Kkskskakakka
1,Tendi
1,Foi boa a prova?
1,Acho q vou nadar dps q acabar os estudos
1,Simm
1,Vc tem treino hoje né
1,Nao
1,Tava mt frio
1,Hj ta frio tbm kskakak
1,Mas acho q ta mais de boas
1,To pensando em fazer o de semana passada
1,Q nao fiz
1,19°
1,Vai estar 17° na hora q to querendo ir
1,200m livre
1,"borbo: um braço, outro braço, os dois juntos"
1,KKKKKKKK
1,To MUITO apertada pra fazer xixi
1,Sos
1,Vc é 🥹💘
1,To na aula
1,Mimiu?
1,Ok
1,Lindos!!!
1,Era obrigatorio ir de preto e branco?
1,🤣🤣
1,Essa madeira ai de tras e IGUALZINHA a la de casa
1,Baby eu to mt carentinha hoje
1,Do nada fiquei assim
1,To me sentindo tao cansada
1,E ainda nao acabei o pcw das 9
1,🥹🥹🥹
1,Sair pra onde?
1,Vc nem me conta as coisas mais
1,Nem tava sabendo desse evento
1,To em choque
1,Tendi
1,To seriamente pensando em matar minha aula 🥹
1,Apesar deu odiar nao ir na aula
1,Nao sei o q eu faço
1,Eu ja acabei
1,Ja acabei e tava so terminando parte do trabalho agora
1,De ta
1,Mas ja acabei tambem
1,So que to tao sla
1,Meh
1,Kkkkkkkk
1,Sem energias
1,Carente
1,So que essa aula é tao chill que nao sei se vale a pena faltar
1,Esses dias um cara apareceu NO ESCURO NA CAMA
1,E o prof tava ok
1,Eh
1,Acho q vou
1,Vc nao foi no treino no final das contas?
1,Tendi
1,Omg
1,Acabei de descobrir que eu nao estou inscrita no evento que eu achei que eu tava inscrita
1,Nao acredito
1,Tinha ate adicionando no meu planner
1,É na amazon de buenos aires
1,De tecnologia e inovação
1,Eu tava tao animada
1,Ja tinha ate separado meu look
1,Serio
1,Seriamente considerando quitar a aula depois dessa
1,Acho q é um sinal do destino
1,Sim
1,De manha
1,Tava no meu planner ha tanto tempo 😭
1,Chorei no meio da aula to tao arrasada
1,Eu nao me inscrevi
1,Kkkkkkk
1,Achei q tinha
1,Na real
1,Eu tinha quase certeza q tinha inscrito
1,Sla
1,Pse nao chegou
1,Boa noite
1,Mandei email pra mulher do evento falando que eu queria muitooooo ir e pedi pra ela um lugar extra
1,É as 9 da manha amanha entao tomara que eu acorde e ela ja tenha respondido 🥹
1,Bom dia
1,Eu não tenho forças pra levantar
1,To em depressao
1,So tem hj
1,Eh
1,Verdade
1,É so pq eu tava tao animada
1,E era uma oportunidade bem unica
1,E eu so fui burr
1,Vc vai pra aula agora?
1,https://vm.tiktok.com/ZMhk9sWtg/ a gnt tem q chegar mt cedo e pegar lugar na frente
1,To no coworking
1,Posso te ligar?
1,Cade vc mo
1,🥹🥹
1,Como tao os estudos?
1,Boa baby
1,Curtiu o look da sua gata?
1,To bem profissional
1,Vc nunca arrepende de ter isso!
1,😁😁😁
1,Ja estou de volta aos estudos!
1,Me liga quando vc voltar
1,"Vc nao vai acreditar, todo meu trabalho de hoje de manha foi jogado no lixo"
1,Tava fazendo o assignmente errado ☠️ e nao foi minha culpa
1,Que top!!
1,Sim 😭😭😭
1,☠️☠️
1,E gossip girl? Vc acha q nao vai rolar?
1,Tudo bem
1,Vc tem que priorizar os estudos mesmo
1,Vc vai arrasar na prova!!! 🔥🔥
1,Bom que eu fico estudando ate tarde com vc tbm!!
1,Amanhã a gente assiste sem falta
1,Oi mo
1,To na caminha ja
1,Mas a mio ta dormindo
1,Entao nao posso falar
1,Vc vai acordar que horas?
1,Espero que vc descanse muito e durma muito bem pra arrasar amanhã na prova!!! Bom sono momozi
1,Vou ler um capitulo do meu livro aqui antes de mimir
1,Na vdd nao aguento ler
1,To mt cansada kkk
1,Vou mimir mesmo
1,Beijos 💘
1,Te amo mtmtmmtmt
1,"Se vc quiser, me liga 7:50!"
1,Nao sei se vc vai estar estudando
1,Mas pretendo acordar as 8 😁
1,🥰🥰
1,Daqui uma semana estaremos juntinhos!
1,To morrendo de saudades
1,Amanha a gente assiste serie e domingo temos date 🙌🏼😍
1,Na vdd esquece
1,Nao vou colocar despertador
1,Quero acordar a hora que meu corpo estiver descansado!
1,Boa prova!!! 🤩🤩
1,Uhuuuuu
1,Foi bem?
1,Ta indo pra casa ja?
1,Falei que tava num cafe
1,Estudando
1,Com a gisele
1,Omg!!!!
1,Que deliciaaa
1,Entrou como??
1,Ta com quem?
1,Do dutra?
1,Uhuuuu
1,Vamos poder jogar tenis!!!
1,Top
1,Vcs vao jogar bola?
1,Kskakkakaka
1,O porteiro pergunta seu nome
1,E vc nem sabe 🤣🤣🤣
1,Amnesia
1,A liberdade cantou? Agora é xia BA? 🥳🥳🥳
1,Vou ter meu namorado de volta🙌🏼
1,Cmmg ta com nada 😡😮‍💨
1,Vamos ver gg antes da sua festa?
1,Se der tempo podemos ver ate um filme
1,Nao vou sair pq tenho q estudar mas queria dar uma distraida
1,Top
1,Kskakkakakak
1,Delissss
1,Sdds da casa do enzo
1,Nao fui la esse ano
1,Vai ser so os meninos e a anale?
1,Omg
1,Elas ainda sao amigas do enzo???
1,Q aleatorio kskakakka
1,ATA KKKKKK
1,Fez muitooo mais sentido agora
1,Que horas vc vai pra la?
1,Ta no minas ainda?
1,Jogou mt bola?
1,Manda fotinhas
1,To meio perdida
1,Que vidro é esse?
1,Kskakakaka pode vir!!
1,Nao lembro dele
1,Jkkkkkk
1,https://vm.tiktok.com/ZMhBBUsJm/
1,https://vm.tiktok.com/ZMhBBYKmu/ setlist do show de ontem em sp
